title,author,musicType
海底-原神风物之诗琴谱-原琴谱,一支榴莲,原神-风物之诗琴谱
几初的智愿-折枝落梦BGM-原神风物之诗琴谱-原琴谱,HOYO-MiX,原神-风物之诗琴谱
绣荷包-Embroidering a Purse,龚耀年,民乐
Nightcall-London Grammar,London Grammar,流行
Touch-Mattia Cupelli-空中浩劫必备神曲,Mattia Cupelli,轻音乐
急救室-Emergency Room-豪杰春香OST,Izi,影视
Cupid-FIFTY FIFTY,FIFTY FIFTY,流行
Back On Track-DJVI,DJVI,轻音乐
马车夫之歌-Song of the CArriage Driver,龚耀年,民乐
小拜年-New Years Greetings,龚耀年,民乐
Promise-寂静岭2-原神风物之诗琴谱-原琴谱,山冈晃,原神-风物之诗琴谱
偏爱-原神风物之诗琴谱-原琴谱,张芸京,原神-风物之诗琴谱
Enjoy the Silence-Depeche Mode,Depeche Mode,流行
In The Rain-瓢虫雷迪OST,Jeremy Zag,动漫
My Stupid Heart-我愚蠢的心-抖音热歌,Walk off the Earth,流行
山歌-Folksong of the Mountain,龚耀年,民乐
雨不洒花花不红-The Flowers Never Crimson Without Raindrops,龚耀年,民乐
晴天-原神风物之诗琴谱-原琴谱,周杰伦,原神-风物之诗琴谱
Lovers Oath-蒲苇如丝-原神风物之诗琴谱-原琴谱,陈致逸,原神-风物之诗琴谱
カワキヲアメク-声嘶力竭-家有女友-原神风物之诗琴谱-原琴谱,美波,原神-风物之诗琴谱
俗世佳肴-Savory Treat-原神风物之诗琴谱-原琴谱,陈致逸,原神-风物之诗琴谱
Dont Deal With The Devil-茶杯头-Cuphead,Kristofer Maddigan,流行
Livin on a Prayer-简单版-以祈祷为生,Bon Jovi,流行
问心无愧-红番区主题曲,成龙,影视
阿瓦日古丽-A Wa Ri Gu Li,龚耀年,民乐
千千阙歌-原神风物之诗琴谱-原琴谱,陈慧娴,原神-风物之诗琴谱
万蝶振翅-君有疾否-原神风物之诗琴谱-原琴谱,水墨流苏,原神-风物之诗琴谱
我不曾忘记-原神风物之诗琴谱-原琴谱,花园花玲,原神-风物之诗琴谱
Mia and Sebastians Theme-米娅与塞巴斯蒂安的主题曲-爱乐之城OST,Justin Hurwitz,影视
想いは内に-Thoughts Enshrined-异度之刃BGM,ACE+,轻音乐
Epilogue Young Forever-防弹少年团,防弹少年团,流行
仙桂莹澈-原神 瑶瑶角色演示-原神风物之诗琴谱-原琴谱,陈致逸,原神-风物之诗琴谱
阳光开朗大男孩-原神风物之诗琴谱-原琴谱,卦者灵风,原神-风物之诗琴谱
Adams Song-Blink-182,Blink-182,流行
Animals-Martin Garrix,Martin Garrix,流行
Có Hẹn Với Thanh Xuân-与青春相约,Monstar,流行
Thanh Xuân-青春,Da LAB,流行
一路向北-原神风物之诗琴谱-原琴谱,周杰伦,原神-风物之诗琴谱
溢彩华庭-Illuminated Coral Palace-原神风物之诗琴谱-原琴谱,陈致逸,原神-风物之诗琴谱
Cigarette Daydreams-Cage the Elephant,Cage the Elephant,流行
Key-我的世界-Minecraft,C418,轻音乐
月を見ていた-简单版-最终幻想16主题曲,米津玄師,流行
忙しい生活 人山人海-时空储蓄罐,时空储蓄罐,轻音乐
向云端-完整好听版-黄绮珊,黄绮珊,流行
一剪梅-原神风物之诗琴谱-原琴谱,费玉清,原神-风物之诗琴谱
还是会寂寞-陈绮贞-抖音热歌,陈绮贞,流行
永恒绿洲BGM-原神风物之诗琴谱-原琴谱,HOYO-MIX,原神-风物之诗琴谱
Girls-Girl in Red,Girl in Red,流行
假如爱有天意-简单好听版-More Than Love,Yoo Young Seok,影视
鸳鸯债-纸嫁衣3-原神风物之诗琴谱-原琴谱,汤汤,原神-风物之诗琴谱
笼-完整版-消失的她片尾曲,张碧晨,影视
车尔尼练习曲作品599-022,车尔尼,经典
再见深海-深海-原神风物之诗琴谱-原琴谱,唐汉霄,原神-风物之诗琴谱
Hell-邓紫棋,邓紫棋,流行
The Edge of Dawn-フレスベルグの少女 風花雪月-火焰之纹章 风花雪月,金崎猛,流行
怪蜀黍的世界BGM,Mine Blocks,轻音乐
猫的舞步-原神风物之诗琴谱-原琴谱,Candy_Wind,原神-风物之诗琴谱
Stone Tower Temple-塞尔达传说 魔吉拉的面具,近藤浩治,轻音乐
我借人间二两墨-一笔相思一笔错-简单版,黄静美,流行
最伟大的作品-原神风物之诗琴谱-原琴谱,周杰伦,原神-风物之诗琴谱
科技与狠活儿之歌,戚建波,网络热门
Tu Jardín Con Enanitos-Melendi,Melendi,流行
眉飞色舞-恐龙扛狼,郑秀文,流行
Sometimes When It Rains-下雨的时候-片段-唯美背景音乐,神秘园,网络热门
Dance the Night-芭比配乐,Dua Lipa,流行
Vampire-Olivia Rodrigo,Olivia Rodrigo,流行
琵琶语-唯美背景音乐节选,林海,网络热门
只因你太美-原神风物之诗琴谱-原琴谱,SWIN-S,原神-风物之诗琴谱
笼-C调简单版-张碧晨,张碧晨,影视
落空-旋风少女第二季插曲-抖音热歌,印子月,影视
车尔尼练习曲作品599-021,车尔尼,经典
偏偏喜欢你-片段,陈百强,网络热门
Padam Padam-Kylie Minogue,Kylie Minogue,流行
宝石の日々-机动战士高达 水星的魔女第2季插曲,AiNA THE END,动漫
Burst Witch Main Theme-爆裂魔女主旋律,Zoey,流行
Pure Furies Whereabouts of the Heart-原神风物之诗琴谱-原琴谱,ZUN,原神-风物之诗琴谱
凄美地-钢琴谱原版-郭顶,郭顶,流行
乾いた空気-干燥的空气-四月是你的谎言OST,横山克,动漫
中国娃-解晓东,解晓东,流行
Between Worlds-原神风物之诗琴谱-原琴谱,Roger Subirana,原神-风物之诗琴谱
地球儀-地球仪-你想活出怎样的人生主题曲,米津玄师,动漫
热恋夏季-原调简单版-热恋的夏季在晚风里我终于遇见你,杨郡安,流行
大暑-完美版,音阙诗听,流行
C大调奏鸣曲-C大调第16号钢琴奏鸣曲-莫扎特,莫扎特,经典
アイドル-偶像-我推的孩子OP,YOASOBI,动漫
夜のフェリー-夜晚的渡轮-铃芽之旅OST,野田洋次郎,影视
常回家看看,陈红,流行
Temple-神殿-原神风物之诗琴谱-原琴谱,Zerky,原神-风物之诗琴谱
メモリーズ・ラスト-Memories Last-魔法禁书目录Ⅱ ED2,黑崎真音,动漫
宝贝在干嘛-宝贝在干嘛木啊在吗睡了嘛-原调简单版,Kui Kui,流行
Far Memory-拣爱第二章BGM,Akaba Studio,轻音乐
一千个伤心的理由-C调简单好听版,张学友,流行
罗刹海市-刀郎,刀郎,流行
What Was I Made For-芭比插曲-Barbie插曲,Billie Eilish,影视
アイドル-偶像-原神风物之诗琴谱-原琴谱,YOASOBI,原神-风物之诗琴谱
Gee 少女时代-原神风物之诗琴谱-原琴谱,少女时代,原神-风物之诗琴谱
Runaway-Pink,Pink,流行
Super Shy-NewJeans,NewJeans,流行
梅花泪-中国风歌曲,郭津彤,流行
メフィスト-Mephisto-梅菲斯特-原神风物之诗琴谱-原琴谱,女王蜂,原神-风物之诗琴谱
Everlong-Foo Fighters,Foo Fighters,流行
你的-简单版-如果上天有旨意 我想那一定是你,贺仙人,流行
阳光彩虹小白马-C调-大张伟-原神风物之诗琴谱-原琴谱,大张伟,原神-风物之诗琴谱
给自己的信-钟舒漫,钟舒漫,流行
碧血红颜曲-天龙八部,天龙八部,流行
立秋-完美版,音阙诗听,流行
一丝不挂-陈奕迅-原神风物之诗琴谱-原琴谱,陈奕迅,原神-风物之诗琴谱
Lonely Day-后窗惊魂插曲-System of a Down,System of a Down,影视
万物不如你-长相思主题曲,张杰,影视
Losing My Religion-R.E.M.,R.E.M.,流行
我的楼兰-云朵,云朵,流行
云水禅心-完美独奏版-经典古筝曲,ediq,流行
你的万水千山-完美版,海来阿木,流行
玫瑰玫瑰我爱你,陈歌辛,流行
苏联坦克兵进行曲-Tri Tankista-Three Tankmen-March of the Soviet Tankmen,Pokrass brothers,经典
爱情鸟-林依轮,林依轮,流行
Sunrise-Our Last Night,Our Last Night,流行
偏爱人间烟火-长相思ED,胡夏,影视
你离开了南京从此没有人和我说话-唯美纯音乐,李志,轻音乐
青春没有售价-原神风物之诗琴谱-原琴谱,是可乐鸭,原神-风物之诗琴谱
游山恋-原神风物之诗琴谱-原琴谱,海伦,原神-风物之诗琴谱
Bressanone-Matthew Lien-片段,Matthew Lien,网络热门
Inspire-Capo Productions-片段,Capo Productions,网络热门
錠剤-锭剂-药片-链锯人ED4,TOOBOE,动漫
腐草为萤-完美版-银临,银临,流行
哭丧版生日快乐歌-此曲只应阴间有，人间能得几回闻,Patty Hill,网络热门
舞寄情书-花舞、情书合体了-适合原琴,Dj Okawari,串烧合体
Sub Title-坏男人插曲-回国了，这一次属于我的，我全都要拿回来,崔成旭,影视
五百年桑田沧海-片段-西游记插曲,郁钧剑,网络热门
助兴鹤仙舞-片段-西游记插曲,许镜清,网络热门
当年情-英雄本色主题曲,张国荣,影视
潇湘子-マツリウタ-まつりうた-祭りの歌-史诗级伤感音乐-川井憲次,川井憲次,轻音乐
渴望-片段-毛阿敏,毛阿敏,网络热门
不过人间-片段-海来阿木,海来阿木,网络热门
東方妖々夢～広有射怪鳥事-原神风物之诗琴谱-原琴谱,ZUN,原神-风物之诗琴谱
风中奇缘-侠岚片尾曲,西单女孩,动漫
马赛曲-法国国歌-原神风物之诗琴谱-原琴谱,克洛德·约瑟夫·鲁日·德·李尔,原神-风物之诗琴谱
原神曲目串烧,陈致逸,串烧合体
FC漂浮枪手BGM,ASCII,轻音乐
处暑-完美版,音阙诗听,流行
Running Through the New World-穿越新世界-星之卡比-原神风物之诗琴谱-原琴谱,石川淳,原神-风物之诗琴谱
刻在我心底的名字-原神风物之诗琴谱-原琴谱,卢广仲,原神-风物之诗琴谱
艾斯奥特曼-钢琴串烧,冬木透,串烧合体
Bad Idea Right-Olivia Rodrigo,Olivia Rodrigo,流行
雨中的恋人们-黄凯芹,黄凯芹,流行
年少的你啊-简单完整版-你啊借那风越海峡一路坎坷总要去经历它,浩然H.R,流行
Ala-Joep Beving,Joep Beving,轻音乐
Crocodile Rock-鳄鱼摇滚-Elton John,Elton John,流行
Elden Ring Theme-艾尔登法环主题曲,北村友香,轻音乐
同花顺-林倛玉-苏玮,林倛玉,流行
心做し-无心-GUMI-原神风物之诗琴谱-原琴谱,GUMI,原神-风物之诗琴谱
I Will Survive-钢琴版-Gloria Gaynor,Gloria Gaynor,流行
昨日重现-Yesterday Once More-片段,卡朋特乐队,网络热门
往事只能回味-片段,刘家昌,网络热门
Taste of Home-崩坏3-女武神的餐桌,陶典,动漫
カナタハルカ-遥远的彼方-铃芽之旅-原神风物之诗琴谱-原琴谱,RADWIMPS,原神-风物之诗琴谱
团子大家族-だんご大家族-原神风物之诗琴谱-原琴谱,茶太,原神-风物之诗琴谱
Fairytale-怪物史莱克-Shrek,Harry Gregson-Williams,影视
Oblivion-遗忘-Bastille,Bastille,流行
坏女孩-徐良 小凌,徐良,流行
Ask Me Why-眞人の決意-母の思い-你想活出怎样的人生插曲,久石让,影视
China-P-徐梦圆-原神风物之诗琴谱-原琴谱,徐梦圆,原神-风物之诗琴谱
斯卡布罗集市-Scarborough Fair-原神风物之诗琴谱-原琴谱,Simon & Garfunkel,原神-风物之诗琴谱
Hide Hideaway-最终幻想16,祖坚正庆,轻音乐
故乡的原风景-故郷の原風景-片段,宗次郎,网络热门
七剑战歌-七剑配乐-史诗级高燃震撼版,川井宪次,影视
一生所爱-即兴好听版,卢冠廷,影视
可惜没如果-林俊杰-原神风物之诗琴谱-原琴谱,林俊杰,原神-风物之诗琴谱
凄美地-原神风物之诗琴谱-原琴谱,郭顶,原神-风物之诗琴谱
Empire of Angels-气势磅礴的史诗音乐-Thomas Bergersen,Thomas Bergersen,轻音乐
夏天-整个夏天想和你环游世界 山路蜿蜒就像是爱的冒险,李玖哲,流行
红颜知己-片段,安静,网络热门
恋如萤火-ふたりだけ,小柔Channel,流行
岁月神偷-原神风物之诗琴谱-原琴谱,金玟岐,原神-风物之诗琴谱
雨的印记-Kiss the Rain-原神风物之诗琴谱-原琴谱,李闰珉,原神-风物之诗琴谱
Idea 10-Gibran Alcocer,Gibran Alcocer,轻音乐
The Calling-TheFatRat-世界顶级电音魔曲,TheFatRat,流行
一生不变-蓝月亮主题曲-李克勤,李克勤,影视
平凡之路-朴树-原神风物之诗琴谱-原琴谱,朴树,原神-风物之诗琴谱
这世界那么多人-莫文蔚-原神风物之诗琴谱-原琴谱,莫文蔚,原神-风物之诗琴谱
白露-完美版,音阙诗听,流行
Copycat-Billie Eilish,Billie Eilish,流行
Go Time-Mark Petrie-史诗级背景音乐,Mark Petrie,轻音乐
遥远的旅途-TVエンディングテーマ,吉田潔,影视
笼-消失的她-原神风物之诗琴谱-原琴谱,张碧晨,原神-风物之诗琴谱
云海之上-Above the Sea of Clouds-原神风物之诗琴谱-原琴谱,陈志逸,原神-风物之诗琴谱
Ascension-最终幻想16 BGM,祖坚正庆,轻音乐
渡情-西湖美景-唯美入门版-新白娘子传奇ED,左宏元,影视
I wish-在无神的世界进行信仰传播OP,来栖凛,动漫
又见山里红-原调简单版-祁隆,祁隆,流行
尽管我们的手中空无一物-僕らの手には何もないけど-原神风物之诗琴谱-原琴谱,RAM WIRE,原神-风物之诗琴谱
青城山下白素贞-前世今生-原神风物之诗琴谱-原琴谱,左宏元,原神-风物之诗琴谱
Danuvius-Audiomachine-超燃史诗纯音乐,Audiomachine,轻音乐
Protectors of the Earth-Two Steps from Hell-震撼人心的超燃神曲,Two Steps from Hell,轻音乐
千年-好听版-天乩之白蛇传说插曲,金志文,影视
下辈子也要找到你-把你的名字写在烟上吸进肺里-张艾文,张艾文,流行
明明就-周杰伦-原神风物之诗琴谱-原琴谱,周杰伦,原神-风物之诗琴谱
钟离听书人-尘世闲游-原神风物之诗琴谱-原琴谱,陈致逸,原神-风物之诗琴谱
Strength of a Thousand Men-史诗级背景音乐,Two Steps from Hell,轻音乐
最好的安排-曲婉婷,曲婉婷,流行
最后的莫西干人-The Last Of The Mohicans-好莱坞经典电影插曲,Randy Edelman,影视
China-X-徐梦圆-原神风物之诗琴谱-原琴谱,徐梦圆,原神-风物之诗琴谱
あの日の川-千与千寻插曲-原神风物之诗琴谱-原琴谱,久石让,原神-风物之诗琴谱
一番の宝物-Angel Beats-原神风物之诗琴谱-原琴谱,karuta,原神-风物之诗琴谱
Sariel-Two Steps from Hell-史诗战斗BGM,Two Steps from Hell,轻音乐
不谓侠-完整版,萧忆情Alex,流行
破旧世界-魔鬼花园,魔鬼花园,轻音乐
西楼儿女-海来阿木,海来阿木,流行
随想曲六-原创,殇小默,原创
猪猪侠-猪猪侠主题曲,陈洁丽,动漫
Merry Christmas Mr Lawrence-圣诞快乐劳伦斯先生-原神风物之诗琴谱-原琴谱,坂本龙一,原神-风物之诗琴谱
秋分-完美版,音阙诗听,流行
Be What You Wanna Be-B What U Wanna B,Darin,流行
UMN MODE-异度传说 一章 权力意志BGM,光田康典,轻音乐
YMCA-Village People,Village People,流行
YouSeeBIGGIRL TT-进击的巨人插曲,泽野弘之,动漫
红河谷-Red River Valley-好听版,Slim Whitman,民乐
我曾爱过一个人-荒-原神风物之诗琴谱-原琴谱,子尧,原神-风物之诗琴谱
Take Me Hand-原神风物之诗琴谱-原琴谱,Cécile Corbel,原神-风物之诗琴谱
天空之城-君をのせて-原神风物之诗琴谱-原琴谱,久石让,原神-风物之诗琴谱
Everytime We Touch-简单版-Cascada,Cascada,流行
Rise And Fall-潘森BGM,Camelot,流行
You Never Can Tell-低俗小说经典配乐-Chuck Berry,Chuck Berry,影视
Better in Time-Leona Lewis,Leona Lewis,流行
The One You Love-Glenn Frey,Glenn Frey,流行
Time to Say Goodbye-Con te partirò,Andrea Bocelli,流行
纪念的歌-凌晨两点半-潘广益,潘广益,流行
小花朵-儿歌,彭钧,儿歌
Shed a Light-原神风物之诗琴谱-原琴谱,Robin Schulz,原神-风物之诗琴谱
美人鱼-林俊杰-原神风物之诗琴谱-原琴谱,林俊杰,原神-风物之诗琴谱
正义执行-一拳超人-原神风物之诗琴谱-原琴谱,宫崎诚,原神-风物之诗琴谱
Bahama Mama-Boney M,Boney M.,流行
Nocturne-夜曲-Secret Garden-神秘园,Secret Garden,流行
Play with Fire-Sam Tinnesz,Sam Tinnesz,流行
Teacups-间谍×过家家插曲-Spy × Family插曲,(K)now_Name,动漫
长空孤月-秦时明月插曲,魏小涵,动漫
一缕阳光下-树先生,树先生,民乐
Sincerely-紫罗兰永恒花园-原神风物之诗琴谱-原琴谱,TRUE,原神-风物之诗琴谱
园游会-周杰伦-原神风物之诗琴谱-原琴谱,周杰伦,原神-风物之诗琴谱
You Are My Heart You Are My Soul-Modern Talking,Modern Talking,流行
One By One-Enya,恩雅,流行
La Isla Bonita-美丽的岛屿-Madonna,Madonna,流行
I Still Believe-Mariah Carey,Mariah Carey,流行
郎的诱惑-凤凰传奇,凤凰传奇,流行
我来人间一趟-我来人间一趟本想光芒万丈 谁知世人模样只为碎银几两,关剑,流行
轨迹-周杰伦-原神风物之诗琴谱-原琴谱,周杰伦,原神-风物之诗琴谱
我记得-赵雷-原神风物之诗琴谱-原琴谱,赵雷,原神-风物之诗琴谱
我落泪情绪零碎-周杰伦-原神风物之诗琴谱-原琴谱,周杰伦,原神-风物之诗琴谱
希望の森-The Forest of Hope-皮克敏BGM,若井淑,轻音乐
The Way I Still Love You-Reynard Silva,Reynard Silva,流行
寒露-完美版,音阙诗听,流行
夜的钢琴曲 1981-改编版,石进,轻音乐
音乐盒舞者-Music Box Dancer-改编版,理查德·克莱德曼,经典
冬のエピローグ-四月是你的谎言OST-原神风物之诗琴谱-原琴谱,Goose house,原神-风物之诗琴谱
踏上旅途-Take the Journey-原神风物之诗琴谱-原琴谱,Anthony Lynch,原神-风物之诗琴谱
Reckless Love-简单版-Cory Asbury,Cory Asbury,流行
The About Time Theme-时空恋旅人OST,Nick Laird-Clowes,影视
We Are Number One-懒人小镇,Máni Svavarsson,影视
奢香夫人-完整版,凤凰传奇,流行
寂寞才说爱-刘可,刘可,流行
探窗-她唱着他乡遇故知,国风新语,流行
清明雨上-原神风物之诗琴谱-原琴谱,许嵩,原神-风物之诗琴谱
星座になれたら-若能化作星座-孤独摇滚-原神风物之诗琴谱-原琴谱,結束バンド,原神-风物之诗琴谱
奢香夫人-凤凰传奇-原神风物之诗琴谱-原琴谱,凤凰传奇,原神-风物之诗琴谱
Misty-简单版-Erroll Garner,Erroll Garner,流行
欢乐颂-Ode to Joy-简易变奏版,贝多芬,经典
Someone to You-Banners,Banners,流行
瞬-郑润泽,郑润泽,流行
FC漂浮枪手暂停BGM,ASCII,轻音乐
Diver-小柔Channel,小柔Channel,流行
你呀你呀-2023年原神生日会,多多poi,流行
空城-完美版-杨坤,杨坤,流行
